palabra;definicion;grammatical;nivel2;tematica
possibly;;adverb;B1 Preliminar;
probably;;adverb;B1 Preliminar;
slightly;;adverb;B1 Preliminar;
suddenly;;adverb;B1 Preliminar;
terribly;;adverb;B1 Preliminar;
urgently;;adverb;B1 Preliminar;
although;;conjunction;B1 Preliminar;
whenever;;conjunction;B1 Preliminar;
wherever;;conjunction;B1 Preliminar;
whatever;;determiner & pronoum;B1 Preliminar;
activity;;noun;B1 Preliminar;
addition;;noun;B1 Preliminar;
alphabet;;noun;B1 Preliminar;
ambition;;noun;B1 Preliminar;
argument;;noun;B1 Preliminar;
attitude;;noun;B1 Preliminar;
business;;noun;B1 Preliminar;
calendar;;noun;B1 Preliminar;
ceremony;;noun;B1 Preliminar;
chatroom;;noun;B1 Preliminar;
checkout;;noun;B1 Preliminar;
contents;;noun;B1 Preliminar;
creature;;noun;B1 Preliminar;
criminal;;noun;B1 Preliminar;
daughter;;noun;B1 Preliminar;
decision;;noun;B1 Preliminar;
delivery;;noun;B1 Preliminar;
discount;;noun;B1 Preliminar;
distance;;noun;B1 Preliminar;
district;;noun;B1 Preliminar;
document;;noun;B1 Preliminar;
election;;noun;B1 Preliminar;
examiner;;noun;B1 Preliminar;
firework;;noun;B1 Preliminar;
grandson;;noun;B1 Preliminar;
greeting;;noun;B1 Preliminar;
industry;;noun;B1 Preliminar;
instance;;noun;B1 Preliminar;
inventor;;noun;B1 Preliminar;
location;;noun;B1 Preliminar;
marriage;;noun;B1 Preliminar;
notebook;;noun;B1 Preliminar;
occasion;;noun;B1 Preliminar;
pleasure;;noun;B1 Preliminar;
politics;;noun;B1 Preliminar;
position;;noun;B1 Preliminar;
practice;;noun;B1 Preliminar;
princess;;noun;B1 Preliminar;
prisoner;;noun;B1 Preliminar;
progress;;noun;B1 Preliminar;
quantity;;noun;B1 Preliminar;
railroad;;noun;B1 Preliminar;
relation;;noun;B1 Preliminar;
relative;;noun;B1 Preliminar;
religion;;noun;B1 Preliminar;
revision;;noun;B1 Preliminar;
security;;noun;B1 Preliminar;
solution;;noun;B1 Preliminar;
souvenir;;noun;B1 Preliminar;
spelling;;noun;B1 Preliminar;
stranger;;noun;B1 Preliminar;
teaching;;noun;B1 Preliminar;
teenager;;noun;B1 Preliminar;
textbook;;noun;B1 Preliminar;
training;;noun;B1 Preliminar;
universe;;noun;B1 Preliminar;
wardrobe;;noun;B1 Preliminar;
decrease;;noun & verb;B1 Preliminar;
download;;noun & verb;B1 Preliminar;
interest;;noun & verb;B1 Preliminar;
surprise;;noun & verb;B1 Preliminar;
break in;;phrasal verb;B1 Preliminar;
bring up;;phrasal verb;B1 Preliminar;
call for;;phrasal verb;B1 Preliminar;
carry on;;phrasal verb;B1 Preliminar;
check in;;phrasal verb;B1 Preliminar;
find out;;phrasal verb;B1 Preliminar;
get back;;phrasal verb;B1 Preliminar;
get down;;phrasal verb;B1 Preliminar;
give out;;phrasal verb;B1 Preliminar;
give way;;phrasal verb;B1 Preliminar;
hand out;;phrasal verb;B1 Preliminar;
look for;;phrasal verb;B1 Preliminar;
look out;;phrasal verb;B1 Preliminar;
put away;;phrasal verb;B1 Preliminar;
put down;;phrasal verb;B1 Preliminar;
sit down;;phrasal verb;B1 Preliminar;
split up;;phrasal verb;B1 Preliminar;
work out;;phrasal verb;B1 Preliminar;
graphics;;plural noun;B1 Preliminar;
scissors;;plural noun;B1 Preliminar;
v/versus;;preposition;B1 Preliminar;
anything;;pronoum;B1 Preliminar;
everyone;;pronoum;B1 Preliminar;
somebody;;pronoum;B1 Preliminar;
yourself;;pronoum;B1 Preliminar;
announce;;verb;B1 Preliminar;
approach;;verb;B1 Preliminar;
consider;;verb;B1 Preliminar;
continue;;verb;B1 Preliminar;
convince;;verb;B1 Preliminar;
decorate;;verb;B1 Preliminar;
describe;;verb;B1 Preliminar;
disagree;;verb;B1 Preliminar;
discover;;verb;B1 Preliminar;
frighten;;verb;B1 Preliminar;
identify;;verb;B1 Preliminar;
increase;;verb;B1 Preliminar;
multiply;;verb;B1 Preliminar;
organise;;verb;B1 Preliminar;
persuade;;verb;B1 Preliminar;
postpone;;verb;B1 Preliminar;
practise;;verb;B1 Preliminar;
subtract;;verb;B1 Preliminar;
transfer;;verb;B1 Preliminar;
actually;;Adverbs;A1 Movers;
anything;;Pronouns;A1 Movers;
anywhere;;Adverbs;A1 Movers;
armchair;;Nouns;Pre A1 Starters;
basement;;Nouns;A1 Movers;
bathroom;;Nouns;Pre A1 Starters;
complete;;Verbs regular;Pre A1 Starters;
elevator;;Nouns;A1 Movers;
enormous;;Adjectives;A1 Movers;
envelope;;Nouns;A2 Flyers;
everyone;;Pronouns;A1 Movers;
exciting;;Adjectives;A1 Movers;
friendly;;Adjectives;A1 Movers;
horrible;;Adjectives;A1 Movers;
internet;;Nouns;A1 Movers;
postcard;;Nouns;A2 Flyers;
remember;;Verbs regular;A2 Flyers;
suddenly;;Adverbs;A2 Flyers;
surprise;;Nouns;A2 Flyers;
terrible;;Adjectives;A1 Movers;
together;;Adverbs;A2 Flyers;
treasure;;Nouns;A1 Movers;
upstairs;;Nouns;A1 Movers;
yourself;;Adverbs;A2 Flyers;
butterfly;;Nouns;A1 Movers;Animals
crocodile;;Nouns;Pre A1 Starters;Animals
foot/feet;;Nouns;Pre A1 Starters;Animals
jellyfish;;Nouns;Pre A1 Starters;Animals
moustache;;Nouns;A1 Movers;Animals
jewellery;;noun;B1 Preliminar;Clothes
tracksuit;;noun;B1 Preliminar;Clothes
underwear;;noun;B1 Preliminar;Clothes
disc/disk;;noun;B1 Preliminar;Communications and Technology
equipment;;noun;B1 Preliminar;Communications and Technology
invention;;noun;B1 Preliminar;Communications and Technology
secondary;;adjective;B1 Preliminar;Education
bookshelf;;noun;B1 Preliminar;Education
chemistry;;noun;B1 Preliminar;Education
classroom;;noun;B1 Preliminar;Education
economics;;noun;B1 Preliminar;Education
education;;noun;B1 Preliminar;Education
geography;;noun;B1 Preliminar;Education
telephone;;noun & verb;B1 Preliminar;Education
classical;;adjective;B1 Preliminar;Entertainment and Media
admission;;noun;B1 Preliminar;Entertainment and Media
adventure;;noun;B1 Preliminar;Entertainment and Media
celebrity;;noun;B1 Preliminar;Entertainment and Media
guitarist;;noun;B1 Preliminar;Entertainment and Media
newspaper;;noun;B1 Preliminar;Entertainment and Media
orchestra;;noun;B1 Preliminar;Entertainment and Media
performer;;noun;B1 Preliminar;Entertainment and Media
presenter;;noun;B1 Preliminar;Entertainment and Media
recording;;noun;B1 Preliminar;Entertainment and Media
pollution;;noun;B1 Preliminar;Environment
recycling;;noun;B1 Preliminar;Environment
volunteer;;noun & verb;B1 Preliminar;Environment
classmate;;Nouns;Pre A1 Starters;Family & friends
breakfast;;Nouns;Pre A1 Starters;Food & drink
chocolate;;Nouns;Pre A1 Starters;Food & drink
meatballs;;Nouns;Pre A1 Starters;Food & drink
milkshake;;Nouns;A1 Movers;Food & drink
pineapple;;Nouns;Pre A1 Starters;Food & drink
vegetable;;Nouns;A1 Movers;Food & drink
delicious;;adjective;B1 Preliminar;Food & drink
breakfast;;noun;B1 Preliminar;Food & drink
cafeteria;;noun;B1 Preliminar;Food & drink
chocolate;;noun;B1 Preliminar;Food & drink
pineapple;;noun;B1 Preliminar;Food & drink
vegetable;;noun;B1 Preliminar;Food & drink
toothache;;Nouns;A1 Movers;Health
dangerous;;adjective;B1 Preliminar;Health
ambulance;;noun;B1 Preliminar;Health
emergency;;noun;B1 Preliminar;Health
operation;;noun;B1 Preliminar;Health
toothache;;noun;B1 Preliminar;Health
nightlife;;noun;B1 Preliminar;Hobbies and Leisure
sculpture;;noun;B1 Preliminar;Hobbies and Leisure
chill out;;phrasal verb;B1 Preliminar;Hobbies and Leisure
apartment;;noun;B1 Preliminar;House and Home
furniture;;noun;B1 Preliminar;House and Home
housewife;;noun;B1 Preliminar;House and Home
housework;;noun;B1 Preliminar;House and Home
neighbour;;noun;B1 Preliminar;House and Home
pronounce;;verb;B1 Preliminar;Language
translate;;verb;B1 Preliminar;Language
beautiful;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
brilliant;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
confident;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
confusing;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
delighted;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
depressed;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
different;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
difficult;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
enjoyable;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
excellent;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
fantastic;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
important;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
miserable;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
realistic;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
satisfied;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
surprised;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
wonderful;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
favourite;;adjective & noun;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
city/town;;Nouns;A1 Movers;Places
direction;;Nouns;A2 Flyers;Places
kilometer;;Nouns;A2 Flyers;Places
kilometre;;Nouns;A1 Movers;Places
town/city;;Nouns;A1 Movers;Places
bookstore;;noun;B1 Preliminar;Places
waterfall;;noun;B1 Preliminar;Places
cashpoint;;noun;B1 Preliminar;Places
classroom;;Nouns;Pre A1 Starters;School
geography;;Nouns;A1 Movers;School
timetable;;Nouns;A2 Flyers;School
expensive;;adjective;B1 Preliminar;Shopping
assistant;;noun;B1 Preliminar;Shopping
advertise;;verb;B1 Preliminar;Shopping
athletics;;noun;B1 Preliminar;Sports & leisure
badminton;;noun;B1 Preliminar;Sports & leisure
surfboard;;noun;B1 Preliminar;Sports & leisure
snowboard;;noun & verb;B1 Preliminar;Sports & leisure
badminton;;Nouns;Pre A1 Starters;Sports & leisure
equipment;;Nouns;Pre A1 Starters;Sports & leisure
favourite;;Adjectives;Pre A1 Starters;Sports & leisure
programme;;Nouns;A2 Flyers;Sports & leisure
snowboard;;Nouns;A1 Movers;Sports & leisure
butterfly;;noun;B1 Preliminar;The Natural World
continent;;noun;B1 Preliminar;The Natural World
yesterday;;adverb;B1 Preliminar;Time
afternoon;;noun;B1 Preliminar;Time
September;;Nouns;A1 Movers;Time
Wednesday;;Nouns;A1 Movers;Time
afternoon;;Nouns;Pre A1 Starters;Time
sometimes;;Adverbs;A1 Movers;Time
yesterday;;Nouns;A1 Movers;Time
motorbike;;Nouns;Pre A1 Starters;Toys
passenger;;Nouns;A2 Flyers;Transport
spaceship;;Nouns;A1 Movers;Transport
overnight;;adjective & adverb;B1 Preliminar;Transport
duty-free;;adjective & noun;B1 Preliminar;Transport
astronaut;;noun;B1 Preliminar;Transport
departure;;noun;B1 Preliminar;Transport
guidebook;;noun;B1 Preliminar;Transport
motorbike;;noun;B1 Preliminar;Transport
passenger;;noun;B1 Preliminar;Transport
reception;;noun;B1 Preliminar;Transport
spaceship;;noun;B1 Preliminar;Transport
hitchhike;;verb;B1 Preliminar;Transport
lightning;;noun;B1 Preliminar;Weather
ambulance;;Nouns;A1 Movers;Work
astronaut;;Nouns;A1 Movers;Work
newspaper;;Nouns;A2 Flyers;Work
waterfall;;Nouns;A1 Movers;Work
architect;;noun;B1 Preliminar;Work
candidate;;noun;B1 Preliminar;Work
colleague;;noun;B1 Preliminar;Work
detective;;noun;B1 Preliminar;Work
librarian;;noun;B1 Preliminar;Work
policeman;;noun;B1 Preliminar;Work
president;;noun;B1 Preliminar;Work
professor;;noun;B1 Preliminar;Work
publisher;;noun;B1 Preliminar;Work
scientist;;noun;B1 Preliminar;Work
secretary;;noun;B1 Preliminar;Work
available;;adjective;B1 Preliminar;
colourful;;adjective;B1 Preliminar;
easygoing;;adjective;B1 Preliminar;
efficient;;adjective;B1 Preliminar;
essential;;adjective;B1 Preliminar;
exhausted;;adjective;B1 Preliminar;
financial;;adjective;B1 Preliminar;
following;;adjective;B1 Preliminar;
forbidden;;adjective;B1 Preliminar;
full-time;;adjective;B1 Preliminar;
hand-held;;adjective;B1 Preliminar;
incorrect;;adjective;B1 Preliminar;
left-hand;;adjective;B1 Preliminar;
necessary;;adjective;B1 Preliminar;
part-time;;adjective;B1 Preliminar;
permanent;;adjective;B1 Preliminar;
permitted;;adjective;B1 Preliminar;
political;;adjective;B1 Preliminar;
principal;;adjective;B1 Preliminar;
qualified;;adjective;B1 Preliminar;
sparkling;;adjective;B1 Preliminar;
stressful;;adjective;B1 Preliminar;
suprising;;adjective;B1 Preliminar;
temporary;;adjective;B1 Preliminar;
terrified;;adjective;B1 Preliminar;
unhealthy;;adjective;B1 Preliminar;
cardboard;;adjective & noun;B1 Preliminar;
northeast;;adjective & noun;B1 Preliminar;
northwest;;adjective & noun;B1 Preliminar;
southeast;;adjective & noun;B1 Preliminar;
southwest;;adjective & noun;B1 Preliminar;
backwards;;adverb;B1 Preliminar;
carefully;;adverb;B1 Preliminar;
curiously;;adverb;B1 Preliminar;
extremely;;adverb;B1 Preliminar;
generally;;adverb;B1 Preliminar;
hopefully;;adverb;B1 Preliminar;
meanwhile;;adverb;B1 Preliminar;
obviously;;adverb;B1 Preliminar;
otherwise;;adverb;B1 Preliminar;
perfectly;;adverb;B1 Preliminar;
regularly;;adverb;B1 Preliminar;
seriously;;adverb;B1 Preliminar;
sincerely;;adverb;B1 Preliminar;
sometimes;;adverb;B1 Preliminar;
somewhere;;adverb;B1 Preliminar;
specially;;adverb;B1 Preliminar;
therefore;;adverb;B1 Preliminar;
typically;;adverb;B1 Preliminar;
advantage;;noun;B1 Preliminar;
aeroplane;;noun;B1 Preliminar;
attention;;noun;B1 Preliminar;
beginning;;noun;B1 Preliminar;
behaviour;;noun;B1 Preliminar;
biography;;noun;B1 Preliminar;
boyfriend;;noun;B1 Preliminar;
caf /cafe;;noun;B1 Preliminar;
cathedral;;noun;B1 Preliminar;
character;;noun;B1 Preliminar;
childhood;;noun;B1 Preliminar;
classmate;;noun;B1 Preliminar;
complaint;;noun;B1 Preliminar;
condition;;noun;B1 Preliminar;
consonant;;noun;B1 Preliminar;
discovery;;noun;B1 Preliminar;
drugstore;;noun;B1 Preliminar;
foreigner;;noun;B1 Preliminar;
fortnight;;noun;B1 Preliminar;
hairdryer;;noun;B1 Preliminar;
happiness;;noun;B1 Preliminar;
honeymoon;;noun;B1 Preliminar;
knowledge;;noun;B1 Preliminar;
landscape;;noun;B1 Preliminar;
lunchtime;;noun;B1 Preliminar;
microwave;;noun;B1 Preliminar;
moustache;;noun;B1 Preliminar;
nightclub;;noun;B1 Preliminar;
nightmare;;noun;B1 Preliminar;
notepaper;;noun;B1 Preliminar;
paragraph;;noun;B1 Preliminar;
penfriend;;noun;B1 Preliminar;
photocopy;;noun;B1 Preliminar;
recently.;;noun;B1 Preliminar;
signature;;noun;B1 Preliminar;
situation;;noun;B1 Preliminar;
superhero;;noun;B1 Preliminar;
supporter;;noun;B1 Preliminar;
technique;;noun;B1 Preliminar;
timetable;;noun;B1 Preliminar;
transport;;noun;B1 Preliminar;
challenge;;noun & verb;B1 Preliminar;
influence;;noun & verb;B1 Preliminar;
interview;;noun & verb;B1 Preliminar;
carry out;;phrasal verb;B1 Preliminar;
check out;;phrasal verb;B1 Preliminar;
cross out;;phrasal verb;B1 Preliminar;
give back;;phrasal verb;B1 Preliminar;
ring back;;phrasal verb;B1 Preliminar;
turn down;;phrasal verb;B1 Preliminar;
turn into;;phrasal verb;B1 Preliminar;
including;;preposition;B1 Preliminar;
regarding;;preposition;B1 Preliminar;
everybody;;pronoum;B1 Preliminar;
ourselves;;pronoum;B1 Preliminar;
something;;pronoum;B1 Preliminar;
accompany;;verb;B1 Preliminar;
apologise;;verb;B1 Preliminar;
celebrate;;verb;B1 Preliminar;
disappear;;verb;B1 Preliminar;
encourage;;verb;B1 Preliminar;
entertain;;verb;B1 Preliminar;
interrupt;;verb;B1 Preliminar;
introduce;;verb;B1 Preliminar;
recognise;;verb;B1 Preliminar;
recommend;;verb;B1 Preliminar;
underline;;verb;B1 Preliminar;
adventure;;Nouns;A1 Movers;
apartment;;Nouns;Pre A1 Starters;
beautiful;;Adjectives;Pre A1 Starters;
brilliant;;Adjectives;A1 Movers;
carefully;;Adverbs;A1 Movers;
dangerous;;Adjectives;A1 Movers;
delicious;;Adjectives;A1 Movers;
different;;Adjectives;A1 Movers;
difficult;;Adjectives;A1 Movers;
disappear;;Verbs regular;A1 Movers;
excellent;;Adjectives;A1 Movers;
expensive;;Adjectives;A1 Movers;
fantastic;;Adjectives;Pre A1 Starters;
important;;Adjectives;A1 Movers;
something;;Pronouns;A1 Movers;
somewhere;;Adverbs;A2 Flyers;
surprised;;Adjectives;A1 Movers;
telephone;;Nouns;A2 Flyers;
undressed;;Verbs irregular;A1 Movers;
up/on/off;;Verbs irregular;A1 Movers;
wonderful;;Adjectives;A2 Flyers;
mouse/mice;;Nouns;Pre A1 Starters;Animals
sunglasses;;Nouns;A2 Flyers;Clothes
sweatshirt;;noun;B1 Preliminar;Clothes
underpants;;noun;B1 Preliminar;Clothes
sunglasses;;plural noun;B1 Preliminar;Clothes
calculator;;noun;B1 Preliminar;Communications and Technology
connection;;noun;B1 Preliminar;Communications and Technology
microphone;;noun;B1 Preliminar;Communications and Technology
photograph;;noun & verb;B1 Preliminar;Communications and Technology
elementary;;adjective;B1 Preliminar;Education
Arithmetic;;noun;B1 Preliminar;Education
blackboard;;noun;B1 Preliminar;Education
curriculum;;noun;B1 Preliminar;Education
dictionary;;noun;B1 Preliminar;Education
instructor;;noun;B1 Preliminar;Education
smartphone;;noun;B1 Preliminar;Education
technology;;noun;B1 Preliminar;Education
university;;noun;B1 Preliminar;Education
bestseller;;noun;B1 Preliminar;Entertainment and Media
exhibition;;noun;B1 Preliminar;Entertainment and Media
headphones;;noun;B1 Preliminar;Entertainment and Media
instrument;;noun;B1 Preliminar;Entertainment and Media
journalist;;noun;B1 Preliminar;Entertainment and Media
production;;noun;B1 Preliminar;Entertainment and Media
soundtrack;;noun;B1 Preliminar;Entertainment and Media
prohibited;;adjective;B1 Preliminar;Environment
chopsticks;;Nouns;A1 Movers;Food & drink
strawberry;;Nouns;A1 Movers;Food & drink
watermelon;;Nouns;Pre A1 Starters;Food & drink
vegetarian;;adjective & noun;B1 Preliminar;Food & drink
strawberry;;noun;B1 Preliminar;Food & drink
gymnastics;;noun;B1 Preliminar;Health
toothbrush;;noun;B1 Preliminar;Health
collection;;noun;B1 Preliminar;Hobbies and Leisure
playground;;noun;B1 Preliminar;Hobbies and Leisure
facilities;;plural noun;B1 Preliminar;Hobbies and Leisure
downstairs;;adjective & adverb;B1 Preliminar;House and Home
dishwasher;;noun;B1 Preliminar;House and Home
vocabulary;;noun;B1 Preliminar;Language
frightened;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
interested;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
reasonable;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
restaurant;;Nouns;A1 Movers;Places
skyscraper;;Nouns;A1 Movers;Places
department;;noun;B1 Preliminar;Places
rainforest;;noun;B1 Preliminar;Places
crossroads;;noun;B1 Preliminar;Places
roundabout;;noun;B1 Preliminar;Places
dictionary;;Nouns;A2 Flyers;School
playground;;Nouns;Pre A1 Starters;School
understand;;Verbs irregular;Pre A1 Starters;School
university;;Nouns;A2 Flyers;School
restaurant;;noun;B1 Preliminar;Services
basketball;;noun;B1 Preliminar;Sports & leisure
competitor;;noun;B1 Preliminar;Sports & leisure
goalkeeper;;noun;B1 Preliminar;Sports & leisure
volleyball;;noun;B1 Preliminar;Sports & leisure
skateboard;;noun & verb;B1 Preliminar;Sports & leisure
flashlight;;Nouns;A2 Flyers;Sports & leisure
instrument;;Nouns;A1 Movers;Sports & leisure
invitation;;Nouns;A1 Movers;Sports & leisure
skateboard;;Nouns;Pre A1 Starters;Sports & leisure
volleyball;;Nouns;A2 Flyers;Sports & leisure
basketball;;Nouns;Pre A1 Starters;Toys
helicopter;;Nouns;Pre A1 Starters;Transport
backpacker;;noun;B1 Preliminar;Transport
handlebars;;noun;B1 Preliminar;Transport
helicopter;;noun;B1 Preliminar;Transport
windscreen;;noun;B1 Preliminar;Transport
journalist;;Nouns;A1 Movers;Work
unemployed;;adjective;B1 Preliminar;Work
babysitter;;noun;B1 Preliminar;Work
conference;;noun;B1 Preliminar;Work
employment;;noun;B1 Preliminar;Work
footballer;;noun;B1 Preliminar;Work
occupation;;noun;B1 Preliminar;Work
politician;;noun;B1 Preliminar;Work
profession;;noun;B1 Preliminar;Work
programmer;;noun;B1 Preliminar;Work
retirement;;noun;B1 Preliminar;Work
acceptable;;adjective;B1 Preliminar;
attractive;;adjective;B1 Preliminar;
convenient;;adjective;B1 Preliminar;
disgusting;;adjective;B1 Preliminar;
electrical;;adjective;B1 Preliminar;
electronic;;adjective;B1 Preliminar;
half-price;;adjective;B1 Preliminar;
historical;;adjective;B1 Preliminar;
impossible;;adjective;B1 Preliminar;
incredible;;adjective;B1 Preliminar;
individual;;adjective;B1 Preliminar;
marvellous;;adjective;B1 Preliminar;
particular;;adjective;B1 Preliminar;
right-hand;;adjective;B1 Preliminar;
scientific;;adjective;B1 Preliminar;
sleeveless;;adjective;B1 Preliminar;
successful;;adjective;B1 Preliminar;
underwater;;adjective;B1 Preliminar;
unexpected;;adjective;B1 Preliminar;
unfriendly;;adjective;B1 Preliminar;
unpleasant;;adjective;B1 Preliminar;
well-known;;adjective;B1 Preliminar;
absolutely;;adverb;B1 Preliminar;
afterwards;;adverb;B1 Preliminar;
altogether;;adverb;B1 Preliminar;
completely;;adverb;B1 Preliminar;
definitely;;adverb;B1 Preliminar;
especially;;adverb;B1 Preliminar;
everywhere;;adverb;B1 Preliminar;
frequently;;adverb;B1 Preliminar;
incredibly;;adverb;B1 Preliminar;
personally;;adverb;B1 Preliminar;
previously;;adverb;B1 Preliminar;
reasonably;;adverb;B1 Preliminar;
accountant;;noun;B1 Preliminar;
appearance;;noun;B1 Preliminar;
atmosphere;;noun;B1 Preliminar;
attraction;;noun;B1 Preliminar;
background;;noun;B1 Preliminar;
conclusion;;noun;B1 Preliminar;
correction;;noun;B1 Preliminar;
difference;;noun;B1 Preliminar;
difficulty;;noun;B1 Preliminar;
discussion;;noun;B1 Preliminar;
excitement;;noun;B1 Preliminar;
expedition;;noun;B1 Preliminar;
experiment;;noun;B1 Preliminar;
friendship;;noun;B1 Preliminar;
generation;;noun;B1 Preliminar;
girlfriend;;noun;B1 Preliminar;
government;;noun;B1 Preliminar;
graduation;;noun;B1 Preliminar;
grandchild;;noun;B1 Preliminar;
importance;;noun;B1 Preliminar;
ingredient;;noun;B1 Preliminar;
invitation;;noun;B1 Preliminar;
literature;;noun;B1 Preliminar;
membership;;noun;B1 Preliminar;
motorcycle;;noun;B1 Preliminar;
pedestrian;;noun;B1 Preliminar;
permission;;noun;B1 Preliminar;
population;;noun;B1 Preliminar;
relaxation;;noun;B1 Preliminar;
suggestion;;noun;B1 Preliminar;
toothpaste;;noun;B1 Preliminar;
tournament;;noun;B1 Preliminar;
washing-up;;noun;B1 Preliminar;
wheelchair;;noun;B1 Preliminar;
experience;;noun & verb;B1 Preliminar;
break down;;phrasal verb;B1 Preliminar;
knock down;;phrasal verb;B1 Preliminar;
look after;;phrasal verb;B1 Preliminar;
throw away;;phrasal verb;B1 Preliminar;
write down;;phrasal verb;B1 Preliminar;
underneath;;preposition;B1 Preliminar;
everything;;pronoum;B1 Preliminar;
themselves;;pronoum;B1 Preliminar;
disappoint;;verb;B1 Preliminar;
understand;;verb;B1 Preliminar;
difference;;Nouns;A1 Movers;
downstairs;;Nouns;A1 Movers;
everything;;Pronouns;A1 Movers;
everywhere;;Adverbs;A1 Movers;
frightened;;Adjectives;A1 Movers;
interested;;Adjectives;A1 Movers;
toothbrush;;Nouns;A1 Movers;
toothpaste;;Nouns;A1 Movers;
unfriendly;;Adjectives;A2 Flyers;
tooth/teeth;;Nouns;A1 Movers;Animals
photography;;noun;B1 Preliminar;Communications and Technology
certificate;;noun;B1 Preliminar;Education
composition;;noun;B1 Preliminar;Education
handwriting;;noun;B1 Preliminar;Education
information;;noun;B1 Preliminar;Education
competition;;noun;B1 Preliminar;Entertainment and Media
documentary;;noun;B1 Preliminar;Entertainment and Media
performance;;noun;B1 Preliminar;Entertainment and Media
environment;;noun;B1 Preliminar;Environment
grandfather;;Nouns;Pre A1 Starters;Family & friends
grandmother;;Nouns;Pre A1 Starters;Family & friends
grandparent;;Nouns;A1 Movers;Family & friends
woman/women;;Nouns;Pre A1 Starters;Family & friends
temperature;;Nouns;A1 Movers;Health
appointment;;noun;B1 Preliminar;Health
temperature;;noun;B1 Preliminar;Health
sightseeing;;noun;B1 Preliminar;Hobbies and Leisure
translation;;noun;B1 Preliminar;Language
communicate;;verb;B1 Preliminar;Language
challenging;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
frightening;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
intelligent;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
interesting;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
supermarket;;Nouns;A1 Movers;Places
guest-house;;noun;B1 Preliminar;Places
supermarket;;noun;B1 Preliminar;Places
underground;;adjective & noun;B1 Preliminar;Places
competition;;Nouns;A1 Movers;School
hairdresser;;noun;B1 Preliminar;Services
inexpensive;;adjective;B1 Preliminar;Shopping
second-hand;;adjective & adverb;B1 Preliminar;Shopping
countryside;;noun;B1 Preliminar;The Natural World
backpacking;;noun;B1 Preliminar;Transport
destination;;noun;B1 Preliminar;Transport
immigration;;noun;B1 Preliminar;Transport
nationality;;noun;B1 Preliminar;Transport
reservation;;noun;B1 Preliminar;Transport
countryside;;Nouns;A1 Movers;Work
environment;;Nouns;A2 Flyers;Work
leaf/leaves;;Nouns;A1 Movers;Work
application;;noun;B1 Preliminar;Work
businessman;;noun;B1 Preliminar;Work
firefighter;;noun;B1 Preliminar;Work
policewoman;;noun;B1 Preliminar;Work
comfortable;;adjective;B1 Preliminar;
complicated;;adjective;B1 Preliminar;
experienced;;adjective;B1 Preliminar;
fashionable;;adjective;B1 Preliminar;
independent;;adjective;B1 Preliminar;
magnificent;;adjective;B1 Preliminar;
middle-aged;;adjective;B1 Preliminar;
responsible;;adjective;B1 Preliminar;
spectacular;;adjective;B1 Preliminar;
traditional;;adjective;B1 Preliminar;
unimportant;;adjective;B1 Preliminar;
unnecessary;;adjective;B1 Preliminar;
fortunately;;adverb;B1 Preliminar;
immediately;;adverb;B1 Preliminar;
achievement;;noun;B1 Preliminar;
anniversary;;noun;B1 Preliminar;
answerphone;;noun;B1 Preliminar;
arrangement;;noun;B1 Preliminar;
celebration;;noun;B1 Preliminar;
description;;noun;B1 Preliminar;
development;;noun;B1 Preliminar;
electricity;;noun;B1 Preliminar;
engineering;;noun;B1 Preliminar;
explanation;;noun;B1 Preliminar;
grandfather;;noun;B1 Preliminar;
grandmother;;noun;B1 Preliminar;
grandparent;;noun;B1 Preliminar;
